champ,role,winrate,banrate,pickrate,change,rank
Xerath,SUPPORT,51.35,0.77,1.93,no change,plattogm
Xin Zhao,JUNGLE,52.77,2.24,5.72,no change,plattogm
Yasuo,MID,50.27,15.67,7.36,no change,plattogm
Yasuo,TOP,50.35,15.67,1.87,no change,plattogm
Yasuo,ADC,50.54,15.67,1.23,no change,plattogm
Yone,MID,50.57,29.22,9.17,no change,plattogm
Yone,TOP,51.04,29.22,2.75,no change,plattogm
Yorick,TOP,49.14,12.16,6.52,tweak,plattogm
Yorick,MID,54.68,12.16,0.72,tweak,plattogm
Yuumi,SUPPORT,50.25,9.65,8.27,no change,plattogm
Zac,JUNGLE,52.02,0.62,2.53,buff,plattogm
Zac,TOP,51.46,0.62,0.3,buff,plattogm
Zed,MID,50.4,30.13,9.26,buff,plattogm
Ziggs,ADC,53.41,0.08,0.31,no change,plattogm
Ziggs,MID,48.37,0.08,0.91,no change,plattogm
Zilean,MID,55.83,0.82,0.72,no change,plattogm
Zilean,SUPPORT,53.67,0.82,3.22,no change,plattogm
Zoe,MID,47.47,2.73,3.71,no change,plattogm
Zyra,SUPPORT,51.98,0.71,2.44,no change,plattogm
Aatrox,TOP,50.26,3.27,5.86,no change,plattogm
Aatrox,MID,59.06,3.27,0.85,no change,plattogm
Ahri,MID,51.48,1.15,4.92,no change,plattogm
Akali,MID,48.89,13.21,7.47,no change,plattogm
Akali,TOP,49.06,13.21,4.01,no change,plattogm
Alistar,SUPPORT,50.36,4.92,10.39,no change,plattogm
Amumu,JUNGLE,48.74,0.47,1.8,no change,plattogm
Anivia,MID,49.42,6.41,3.15,no change,plattogm
Annie,MID,51.67,0.81,2,no change,plattogm
Annie,SUPPORT,47.3,0.86,0.27,no change,plattogm
Aphelios,ADC,46.6,0.93,4.61,no change,plattogm
Ashe,ADC,53.18,0.5,6.21,no change,plattogm
Aurelion Sol,MID,52.04,0.21,0.71,no change,plattogm
Aurelion Sol,TOP,52.42,0.19,0.08,no change,plattogm
Azir,MID,48.32,0.21,1.17,no change,plattogm
Bard,SUPPORT,53.81,2.45,6.6,no change,plattogm
Blitzcrank,SUPPORT,51.88,7.4,5.91,no change,plattogm
Brand,SUPPORT,51.03,2.26,2.69,no change,plattogm
Brand,MID,52.47,2.75,0.6,no change,plattogm
Braum,SUPPORT,52.22,0.33,3.08,no change,plattogm
Caitlyn,ADC,50.15,4.49,10.03,no change,plattogm
Camille,TOP,52.41,6.72,6.66,no change,plattogm
Cassiopeia,MID,50.74,1.16,1.95,no change,plattogm
Cassiopeia,ADC,51.45,1.13,0.22,no change,plattogm
Cassiopeia,TOP,52.66,1.16,0.43,no change,plattogm
Cho'Gath,TOP,52.59,1.72,3.94,no change,plattogm
Cho'Gath,MID,53.87,1.72,0.86,no change,plattogm
Corki,MID,53.87,0.23,1.97,no change,plattogm
Corki,TOP,55.56,0.23,0.25,no change,plattogm
Darius,TOP,53.47,32.25,6.79,no change,plattogm
Darius,JUNGLE,47.36,32.25,1.87,no change,plattogm
Diana,JUNGLE,53.56,22.78,12.84,nerf,plattogm
Diana,MID,54.68,22.78,4.3,nerf,plattogm
Dr. Mundo,TOP,55.57,2.4,1.33,no change,plattogm
Dr. Mundo,JUNGLE,51.22,2.4,2.11,no change,plattogm
Draven,ADC,51.6,4.11,4.73,no change,plattogm
Ekko,MID,53.51,3.07,3.95,no change,plattogm
Ekko,JUNGLE,48.41,3.07,3.82,no change,plattogm
Elise,JUNGLE,49.7,8.9,5.27,no change,plattogm
Evelynn,JUNGLE,50.34,11.44,4.19,no change,plattogm
Ezreal,ADC,48.82,2.53,17.35,no change,plattogm
Fiddlesticks,JUNGLE,55.79,4.53,3.97,no change,plattogm
Fiora,TOP,50.12,9.03,5.39,no change,plattogm
Fizz,MID,50.63,7.88,3.35,no change,plattogm
Galio,MID,53.73,2.58,4.26,no change,plattogm
Galio,SUPPORT,50.88,2.58,3.23,no change,plattogm
Gangplank,TOP,47.68,2.25,4.12,no change,plattogm
Gangplank,MID,47.79,2.25,0.64,no change,plattogm
Garen,TOP,51.7,3.64,5.12,nerf,plattogm
Garen,MID,55.33,4.32,1,nerf,plattogm
Gnar,TOP,51.36,8.48,7.79,no change,plattogm
Gragas,JUNGLE,52.21,0.66,2.24,nerf,plattogm
Gragas,SUPPORT,48.11,0.66,1.63,nerf,plattogm
Gragas,TOP,45.42,0.66,1.4,nerf,plattogm
Graves,JUNGLE,48.72,2.77,5.45,no change,plattogm
Gwen,TOP,47.7,27.93,7.68,no change,plattogm
Gwen,MID,47.34,27.93,3.02,no change,plattogm
Gwen,JUNGLE,48.61,27.93,1.81,no change,plattogm
Hecarim,JUNGLE,52.17,55.61,11.85,tweak,plattogm
Heimerdinger,MID,51.68,0.57,0.69,nerf,plattogm
Heimerdinger,ADC,52.68,0.57,0.56,nerf,plattogm
Heimerdinger,TOP,53.53,0.57,0.67,nerf,plattogm
Illaoi,TOP,46.77,1.33,1.29,no change,plattogm
Irelia,TOP,46.26,15.36,6.02,no change,plattogm
Irelia,MID,44.26,15.36,3.6,no change,plattogm
Ivern,JUNGLE,51.23,0.57,1.68,no change,plattogm
Janna,SUPPORT,52.45,0.57,6.22,no change,plattogm
Jarvan IV,JUNGLE,50.91,0.15,2.25,no change,plattogm
Jax,TOP,51.69,5.36,4.2,no change,plattogm
Jax,JUNGLE,44.74,5.36,0.74,no change,plattogm
Jayce,TOP,51,1.97,4.58,no change,plattogm
Jayce,MID,52.41,1.97,1.28,no change,plattogm
Jhin,ADC,51.01,1.99,11.88,no change,plattogm
Jinx,ADC,52.85,9.45,24,no change,plattogm
Kai'Sa,ADC,50.06,12.95,26.39,no change,plattogm
Kalista,ADC,51.08,0.28,1.59,no change,plattogm
Karma,SUPPORT,49.47,1.07,8.45,no change,plattogm
Karthus,JUNGLE,50.47,5.83,2.71,no change,plattogm
Karthus,ADC,55.9,5.83,0.34,no change,plattogm
Kassadin,MID,49.16,18.69,4.36,no change,plattogm
Katarina,MID,51.69,15.6,7.6,no change,plattogm
Kayle,TOP,52.44,0.24,1.61,no change,plattogm
Kayle,MID,50.82,0.24,0.31,no change,plattogm
Kayn,JUNGLE,50.73,9.35,7.89,buff,plattogm
Kennen,MID,55.78,0.35,0.41,no change,plattogm
Kennen,TOP,52.47,0.35,1.57,no change,plattogm
Kha'Zix,JUNGLE,51.86,8.36,7.51,no change,plattogm
Kindred,JUNGLE,47.9,1.08,2.97,buff,plattogm
Kled,TOP,52.6,0.97,2.33,no change,plattogm
Kled,MID,54.79,0.97,0.48,no change,plattogm
Kog'Maw,ADC,52.41,0.21,1.72,no change,plattogm
LeBlanc,MID,49.09,3.91,4.55,no change,plattogm
Lee Sin,JUNGLE,50.29,6.89,14.04,no change,plattogm
Lee Sin,TOP,52.56,6.89,2.86,no change,plattogm
Leona,SUPPORT,51.01,17.49,10.51,no change,plattogm
Lillia,JUNGLE,45.5,2.07,3.97,no change,plattogm
Lissandra,MID,51.07,0.4,2.07,no change,plattogm
Lissandra,TOP,50.65,0.4,0.24,no change,plattogm
Lucian,MID,46.07,3.52,3.81,no change,plattogm
Lucian,ADC,47.09,3.52,5.17,no change,plattogm
Lucian,TOP,46.38,3.52,1.02,no change,plattogm
Lulu,SUPPORT,50.22,18.41,16.46,buff,plattogm
Lux,MID,48.04,0.77,3.14,no change,plattogm
Lux,SUPPORT,50,0.77,4.17,no change,plattogm
Malphite,TOP,50.77,9.93,5.54,no change,plattogm
Malphite,MID,52.68,9.93,1.04,no change,plattogm
Malzahar,MID,53.32,2.48,2.9,no change,plattogm
Malzahar,TOP,54.94,2.8,0.35,no change,plattogm
Maokai,TOP,54.56,0.4,0.85,no change,plattogm
Maokai,SUPPORT,50.37,0.4,2.37,no change,plattogm
Master Yi,JUNGLE,49.48,6.15,3.7,no change,plattogm
Miss Fortune,ADC,52.78,0.26,4.54,no change,plattogm
Mordekaiser,TOP,50.83,5.12,5.17,no change,plattogm
Mordekaiser,MID,55.26,5.12,0.74,no change,plattogm
Mordekaiser,JUNGLE,46.85,5.12,1.24,no change,plattogm
Morgana,JUNGLE,54.88,43.1,8.89,nerf,plattogm
Morgana,SUPPORT,50.66,43.1,6.18,nerf,plattogm
Nami,SUPPORT,51.34,0.16,4.95,no change,plattogm
Nasus,TOP,50.06,2.48,3.65,no change,plattogm
Nautilus,SUPPORT,49.82,7.63,7.73,no change,plattogm
Neeko,MID,50.45,0.29,1.38,no change,plattogm
Neeko,SUPPORT,50.73,0.29,0.53,no change,plattogm
Neeko,TOP,49.13,0.3,0.27,no change,plattogm
Nidalee,JUNGLE,46.69,3.47,5.71,no change,plattogm
Nocturne,JUNGLE,54.15,4.37,5.07,no change,plattogm
Nocturne,TOP,54,4.37,1.01,no change,plattogm
Nocturne,MID,49.48,4.37,0.81,no change,plattogm
Olaf,JUNGLE,48.87,3.8,3.18,no change,plattogm
Orianna,MID,49.23,0.74,5.53,no change,plattogm
Ornn,TOP,52.32,0.65,3.82,no change,plattogm
Pantheon,MID,51.32,3.92,2.13,no change,plattogm
Pantheon,TOP,51.95,3.92,0.9,no change,plattogm
Pantheon,SUPPORT,46.88,3.92,1.68,no change,plattogm
Poppy,TOP,51.33,1.28,1.81,no change,plattogm
Poppy,JUNGLE,49.7,1.28,1.74,no change,plattogm
Pyke,SUPPORT,48.1,4.76,5.9,no change,plattogm
Qiyana,MID,50.63,7.7,6.21,no change,plattogm
Quinn,TOP,53.07,0.84,1.41,no change,plattogm
Quinn,MID,51.88,0.95,0.26,no change,plattogm
Rakan,SUPPORT,49.93,0.23,5.2,no change,plattogm
Rammus,JUNGLE,49.75,13.87,5.43,no change,plattogm
Rek'Sai,JUNGLE,52.05,2.23,3.44,no change,plattogm
Rell,SUPPORT,50.44,8.29,4.98,no change,plattogm
Renekton,TOP,48.5,8.09,5.91,no change,plattogm
Renekton,MID,49.82,8.09,1.53,no change,plattogm
Rengar,JUNGLE,47.34,4.91,2.94,no change,plattogm
Rengar,TOP,51,4.91,1.09,no change,plattogm
Riven,TOP,52.11,3.41,5.87,no change,plattogm
Riven,MID,55.63,3.41,0.95,no change,plattogm
Rumble,TOP,50.41,4.36,3.4,nerf,plattogm
Rumble,MID,52.3,4.36,2.54,nerf,plattogm
Rumble,JUNGLE,50.54,4.36,2.37,nerf,plattogm
Ryze,MID,45.03,0.35,2.64,no change,plattogm
Ryze,TOP,44.87,0.35,0.82,no change,plattogm
Samira,ADC,50.48,23.25,13.67,no change,plattogm
Sejuani,JUNGLE,50.35,0.16,1.66,no change,plattogm
Sejuani,TOP,53.04,0.16,0.22,no change,plattogm
Senna,SUPPORT,51.76,14.12,12.66,no change,plattogm
Senna,ADC,49.36,14.12,1.94,no change,plattogm
Seraphine,SUPPORT,48.85,9.07,6.2,no change,plattogm
Seraphine,MID,51.71,9.07,1.3,no change,plattogm
Seraphine,ADC,53.73,9.07,1.08,no change,plattogm
Sett,TOP,50.69,1.89,4.27,buff,plattogm
Sett,MID,49.45,1.89,1.07,buff,plattogm
Sett,SUPPORT,46.68,1.89,1.91,buff,plattogm
Shaco,JUNGLE,51.83,16.73,6.17,no change,plattogm
Shaco,SUPPORT,50.68,16.73,1.5,no change,plattogm
Shen,TOP,51.42,1.62,5.02,tweak,plattogm
Shyvana,JUNGLE,48.06,0.17,1.06,no change,plattogm
Shyvana,TOP,48.19,0.21,0.22,no change,plattogm
Singed,MID,56.86,0.27,0.21,no change,plattogm
Singed,TOP,50.67,0.3,1.36,no change,plattogm
Sion,TOP,51.03,0.5,4.89,no change,plattogm
Sion,MID,52.24,0.5,0.65,no change,plattogm
Sivir,ADC,50.78,1.31,4.64,no change,plattogm
Skarner,JUNGLE,53.53,0.52,1.59,no change,plattogm
Sona,SUPPORT,53.51,0.12,2.06,no change,plattogm
Soraka,SUPPORT,51.13,0.34,3.56,no change,plattogm
Swain,MID,57.5,2.3,0.68,no change,plattogm
Swain,SUPPORT,51,2.3,2.5,no change,plattogm
Swain,ADC,52.74,2.3,0.93,no change,plattogm
Sylas,MID,50.58,10.98,10.86,no change,plattogm
Sylas,TOP,49.44,10.98,5.67,no change,plattogm
Syndra,MID,44.44,0.65,2.59,no change,plattogm
Tahm Kench,ADC,50.97,0.4,0.88,no change,plattogm
Tahm Kench,SUPPORT,46.82,0.4,0.61,no change,plattogm
Tahm Kench,TOP,46.66,0.31,0.54,no change,plattogm
Taliyah,JUNGLE,50.26,0.2,1.34,no change,plattogm
Talon,MID,52.42,5.91,4.61,no change,plattogm
Taric,SUPPORT,53.08,0.25,1.25,buff,plattogm
Teemo,TOP,49.25,1.52,2.06,no change,plattogm
Teemo,MID,47.17,1.78,0.33,no change,plattogm
Thresh,SUPPORT,52.61,21.92,19.52,no change,plattogm
Tristana,ADC,50.35,14.52,14.93,no change,plattogm
Tristana,MID,50.7,14.52,2.01,no change,plattogm
Trundle,JUNGLE,48.65,0.16,0.79,buff,plattogm
Trundle,TOP,52.68,0.16,0.4,buff,plattogm
Tryndamere,MID,52,2.16,0.64,no change,plattogm
Tryndamere,TOP,46.36,2.16,2.25,no change,plattogm
Twisted Fate,MID,51.29,0.84,4.46,no change,plattogm
Twitch,ADC,50.42,2.03,4.81,no change,plattogm
Udyr,JUNGLE,51.29,28.76,7.69,no change,plattogm
Urgot,TOP,53.09,4.81,5.33,no change,plattogm
Urgot,MID,50.49,4.81,0.6,no change,plattogm
Varus,ADC,50.34,1.03,7.68,no change,plattogm
Vayne,ADC,51.93,9.03,11.04,no change,plattogm
Veigar,MID,50.56,0.54,2.28,no change,plattogm
Veigar,ADC,53.64,0.54,0.83,no change,plattogm
Veigar,SUPPORT,50.17,0.61,0.58,no change,plattogm
Vel'Koz,MID,48.75,0.45,1.89,no change,plattogm
Vel'Koz,SUPPORT,52.41,0.45,1.72,no change,plattogm
Vi,JUNGLE,52.12,0.25,2.22,no change,plattogm
Viego,JUNGLE,48.6,19.68,6.02,no change,plattogm
Viego,MID,51.51,19.68,2.79,no change,plattogm
Viego,TOP,51.06,19.68,1.88,no change,plattogm
Viktor,MID,52.49,0.85,5.51,no change,plattogm
Vladimir,MID,54.7,13.5,7.39,nerf,plattogm
Vladimir,TOP,52.44,13.5,3.35,nerf,plattogm
Volibear,JUNGLE,52.12,6.93,6.69,no change,plattogm
Volibear,TOP,50.12,6.93,4.26,no change,plattogm
Warwick,JUNGLE,49.49,0.62,2.39,no change,plattogm
Warwick,TOP,49.03,0.6,0.78,no change,plattogm
Wukong,TOP,52.97,2.87,5.35,no change,plattogm
Wukong,MID,56.02,2.87,0.77,no change,plattogm
Xayah,ADC,48.41,0.29,4.8,no change,plattogm
Xerath,MID,49.02,0.86,1.85,buff,plattogm
Xerath,SUPPORT,49.99,0.86,2.13,buff,plattogm
Xin Zhao,JUNGLE,51.74,1.42,4.31,no change,plattogm
Yasuo,MID,50.18,14.27,7.51,no change,plattogm
Yasuo,TOP,50.04,14.27,1.83,no change,plattogm
Yasuo,ADC,51.61,14.27,1.33,no change,plattogm
Yone,MID,50.41,24.3,9.06,no change,plattogm
Yone,TOP,50.66,24.3,2.66,no change,plattogm
Yorick,TOP,51.65,5.17,2.25,no change,plattogm
Yorick,MID,50.47,5.77,0.28,no change,plattogm
Yuumi,SUPPORT,48.89,7.92,7.53,no change,plattogm
Zac,JUNGLE,50.51,1.12,3.91,no change,plattogm
Zac,TOP,52.34,1.12,0.52,no change,plattogm
Zed,MID,51.41,30.63,9.44,no change,plattogm
Zed,JUNGLE,42.27,30.63,0.94,no change,plattogm
Ziggs,MID,51.68,0.09,0.9,no change,plattogm
Ziggs,ADC,49.14,0.09,0.29,no change,plattogm
Zilean,SUPPORT,51.8,0.8,3.4,no change,plattogm
Zilean,MID,52.89,0.8,0.6,no change,plattogm
Zoe,MID,47.91,2.55,3.16,no change,plattogm
Zyra,SUPPORT,52.46,0.71,2.34,no change,plattogm
Aatrox,TOP,51.36,3.4,6.08,no change,plattogm
Aatrox,MID,52.39,3.4,0.94,no change,plattogm
Ahri,MID,49.9,1.05,4.51,no change,plattogm
Akali,MID,47.8,13.98,7.75,no change,plattogm
Akali,TOP,48.2,13.98,3.89,no change,plattogm
Alistar,SUPPORT,50.02,4.89,9.9,no change,plattogm
Amumu,JUNGLE,49.43,0.4,1.82,no change,plattogm
Anivia,MID,48.01,5.6,3.2,no change,plattogm
Annie,MID,47.16,0.75,1.86,no change,plattogm
Aphelios,ADC,46.52,0.62,3.49,no change,plattogm
Ashe,ADC,50.68,0.48,6.31,no change,plattogm
Aurelion Sol,MID,54.83,0.19,0.68,no change,plattogm
Azir,MID,46.01,0.17,0.98,no change,plattogm
Bard,SUPPORT,51.74,2.8,6.42,nerf,plattogm
Blitzcrank,SUPPORT,52.95,7.6,5.93,no change,plattogm
Brand,MID,52.12,3.31,0.74,no change,plattogm
Brand,SUPPORT,47.38,2.52,2.97,no change,plattogm
Braum,SUPPORT,53.7,0.35,2.82,no change,plattogm
Caitlyn,ADC,50.78,3.87,9.1,no change,plattogm
Camille,TOP,52.57,5.98,5.99,no change,plattogm
Cassiopeia,MID,50.29,0.9,1.78,no change,plattogm
Cassiopeia,TOP,51.11,0.96,0.39,no change,plattogm
Cho'Gath,TOP,52.41,1.36,3.36,no change,plattogm
Cho'Gath,MID,52.71,1.36,0.77,no change,plattogm
Corki,MID,48.04,0.25,1.8,no change,plattogm
Darius,TOP,53.4,31.55,6.94,nerf,plattogm
Diana,JUNGLE,50.95,40.45,12.07,no change,plattogm
Diana,MID,51.81,40.45,3.31,no change,plattogm
Dr. Mundo,JUNGLE,47.37,1.63,1.61,no change,plattogm
Dr. Mundo,TOP,48.03,1.63,1,no change,plattogm
Draven,ADC,50.92,4,4.63,no change,plattogm
Ekko,MID,53.84,2.96,3.93,no change,plattogm
Ekko,JUNGLE,50.36,2.96,3.95,no change,plattogm
Elise,JUNGLE,52.84,9.95,5.8,no change,plattogm
Evelynn,JUNGLE,52.51,11.68,4.33,no change,plattogm
Ezreal,ADC,47.44,2.3,16.7,no change,plattogm
Fiddlesticks,JUNGLE,52.08,5.29,4.39,no change,plattogm
Fiora,TOP,52.31,8.51,4.91,no change,plattogm
Fizz,MID,51.8,6.63,3.14,no change,plattogm
Galio,MID,53.61,2.4,4.26,tweak,plattogm
Galio,SUPPORT,53.76,2.4,3.3,tweak,plattogm
Gangplank,TOP,46.11,2.09,3.74,no change,plattogm
Gangplank,MID,49.77,2.03,0.61,no change,plattogm
Garen,TOP,48.78,3.28,4.46,no change,plattogm
Garen,MID,54.87,3.89,0.88,no change,plattogm
Gnar,TOP,50.86,6.83,6.83,no change,plattogm
Gragas,JUNGLE,51.37,0.54,2.15,no change,plattogm
Gragas,SUPPORT,50.69,0.54,1.36,no change,plattogm
Gragas,TOP,48.21,0.54,1.24,no change,plattogm
Graves,JUNGLE,49.13,2.28,5.17,no change,plattogm
Gwen,TOP,49.18,31.1,5.74,no change,plattogm
Gwen,MID,49.03,31.1,2.18,no change,plattogm
Gwen,JUNGLE,53.46,31.1,1.7,no change,plattogm
Hecarim,JUNGLE,45.66,18.77,4.96,no change,plattogm
Heimerdinger,ADC,60.43,0.61,0.47,no change,plattogm
Heimerdinger,MID,53.09,0.61,0.65,no change,plattogm
Heimerdinger,TOP,48.26,0.61,0.72,no change,plattogm
Illaoi,TOP,48.75,1.37,1.4,no change,plattogm
Irelia,TOP,46.3,14.91,5.71,no change,plattogm
Irelia,MID,45.37,14.91,3.47,no change,plattogm
Ivern,JUNGLE,52.24,0.46,1.73,no change,plattogm
Janna,SUPPORT,52.02,0.68,6.46,no change,plattogm
Jarvan IV,JUNGLE,50.3,0.14,2.18,no change,plattogm
Jax,TOP,49.52,4.85,4.52,no change,plattogm
Jayce,TOP,48.67,2.38,4.86,no change,plattogm
Jayce,MID,48.8,2.38,1.45,no change,plattogm
Jhin,ADC,51.98,1.72,13.5,no change,plattogm
Jinx,ADC,52.31,11.33,24.3,nerf,plattogm
Kai'Sa,ADC,50.29,10.6,25.12,no change,plattogm
Kalista,ADC,50.92,0.25,1.55,no change,plattogm
Kalista,TOP,45.3,0.25,0.19,no change,plattogm
Karma,SUPPORT,49.22,1.35,9.27,no change,plattogm
Karthus,JUNGLE,49.76,4.95,2.76,no change,plattogm
Karthus,ADC,54.8,4.95,0.46,no change,plattogm
Kassadin,MID,51.66,19.06,4.34,no change,plattogm
Katarina,MID,50.28,15.94,7.94,nerf,plattogm
Kayle,MID,53.94,0.28,0.31,buff,plattogm
Kayle,TOP,48.98,0.28,1.66,buff,plattogm
Kayn,JUNGLE,52.13,12.19,9.91,no change,plattogm
Kennen,TOP,52.9,0.3,1.89,buff,plattogm
Kennen,MID,51.94,0.28,0.48,buff,plattogm
Kha'Zix,JUNGLE,53.42,7.78,8.19,no change,plattogm
Kindred,JUNGLE,52.11,3.11,6.27,no change,plattogm
Kled,TOP,51.49,0.99,2.24,no change,plattogm
Kled,MID,52.58,1.07,0.46,no change,plattogm
Kog'Maw,ADC,50.06,1.16,4.34,no change,plattogm
LeBlanc,MID,50.29,4.07,4.47,no change,plattogm
Lee Sin,JUNGLE,51.1,13.83,16.32,no change,plattogm
Lee Sin,TOP,48.33,13.83,5.53,no change,plattogm
Lee Sin,MID,50.7,13.83,2.76,no change,plattogm
Leona,SUPPORT,50.03,17.57,10.87,no change,plattogm
Lillia,JUNGLE,45.64,1.3,3.1,no change,plattogm
Lissandra,MID,52.69,0.34,1.98,no change,plattogm
Lissandra,TOP,58.33,0.34,0.25,no change,plattogm
Lucian,MID,49.72,3.14,3.6,no change,plattogm
Lucian,ADC,49.73,3.14,4.83,no change,plattogm
Lucian,TOP,46.97,3.14,1.03,no change,plattogm
Lulu,SUPPORT,51.7,34.06,18.71,no change,plattogm
Lux,MID,52.29,0.69,2.99,buff,plattogm
Lux,SUPPORT,46.44,0.69,3.88,buff,plattogm
Malphite,TOP,50.46,9.23,5.25,no change,plattogm
Malphite,MID,51.75,9.43,1.08,no change,plattogm
Malzahar,MID,50.78,2.28,2.66,no change,plattogm
Maokai,SUPPORT,52.8,0.41,2.42,no change,plattogm
Maokai,TOP,55.46,0.46,0.84,no change,plattogm
Master Yi,JUNGLE,49.05,5.85,3.81,no change,plattogm
Miss Fortune,ADC,51.36,0.47,6.21,no change,plattogm
Mordekaiser,TOP,50.71,5,4.88,no change,plattogm
Mordekaiser,MID,51.83,5.76,0.75,no change,plattogm
Mordekaiser,JUNGLE,50.61,5.76,0.82,no change,plattogm
Morgana,JUNGLE,52.88,54.48,9.83,no change,plattogm
Morgana,SUPPORT,49.45,54.48,4.86,no change,plattogm
Nami,SUPPORT,52.78,0.18,4.93,no change,plattogm
Nasus,TOP,52.04,2.25,3.3,no change,plattogm
Nautilus,SUPPORT,49.04,7.63,8.05,no change,plattogm
Neeko,MID,52.86,0.24,1.2,no change,plattogm
Neeko,SUPPORT,50.65,0.24,0.52,no change,plattogm
Neeko,TOP,49.13,0.26,0.23,no change,plattogm
Nidalee,JUNGLE,48,3.03,6.84,no change,plattogm
Nocturne,JUNGLE,51,4.38,5.57,no change,plattogm
Nocturne,TOP,56.47,4.38,1.23,no change,plattogm
Nocturne,MID,52.04,4.38,0.81,no change,plattogm
Olaf,JUNGLE,49.99,2.92,3.19,no change,plattogm
Orianna,MID,50.48,0.63,4.95,no change,plattogm
Ornn,TOP,54.65,0.68,3.99,no change,plattogm
Pantheon,MID,52.79,3.52,2.21,no change,plattogm
Pantheon,SUPPORT,45.23,3.52,1.59,no change,plattogm
Pantheon,TOP,48.36,4.13,0.82,no change,plattogm
Poppy,TOP,51.05,1.26,1.71,no change,plattogm
Poppy,JUNGLE,48.82,1.35,1.76,no change,plattogm
Pyke,SUPPORT,48.87,4.48,6.1,no change,plattogm
Pyke,MID,47.39,4.48,0.79,no change,plattogm
Qiyana,MID,51.2,9.73,6.78,no change,plattogm
Quinn,MID,54.4,0.97,0.26,no change,plattogm
Quinn,TOP,51.56,0.91,1.39,no change,plattogm
Rakan,SUPPORT,49.83,0.21,5.04,no change,plattogm
Rammus,JUNGLE,47.27,8.56,2.98,no change,plattogm
Rek'Sai,JUNGLE,49.9,2.5,3.73,no change,plattogm
Rell,SUPPORT,48.52,6.44,4.18,no change,plattogm
Renekton,TOP,49.91,8.45,6.12,no change,plattogm
Renekton,MID,50.77,8.45,1.55,no change,plattogm
Rengar,JUNGLE,47.92,4.42,3.02,no change,plattogm
Rengar,TOP,47.14,4.42,1.02,no change,plattogm
Riven,TOP,50.49,3.42,6.02,no change,plattogm
Riven,MID,57.39,3.42,0.99,no change,plattogm
Rumble,MID,53.83,8.71,2.38,no change,plattogm
Rumble,TOP,49.94,8.71,2.67,no change,plattogm
Rumble,JUNGLE,47.29,8.71,5.4,no change,plattogm
Ryze,MID,45.83,0.32,2.49,no change,plattogm
Ryze,TOP,47.85,0.32,0.86,no change,plattogm
Samira,ADC,49.66,25.21,13.46,no change,plattogm
Sejuani,JUNGLE,47.6,0.12,1.82,no change,plattogm
Senna,SUPPORT,52.1,15.17,12.51,no change,plattogm
Senna,ADC,52.8,15.17,1.66,no change,plattogm
Seraphine,ADC,56.1,6.22,0.91,no change,plattogm
Seraphine,MID,50.82,6.22,1.01,no change,plattogm
Seraphine,SUPPORT,46.82,6.22,5.09,no change,plattogm
Sett,TOP,51.98,4.17,9.41,no change,plattogm
Sett,MID,54.89,4.17,2,no change,plattogm
Sett,SUPPORT,43.02,4.17,2.01,no change,plattogm
Shaco,JUNGLE,53.42,17.41,6.64,no change,plattogm
Shaco,SUPPORT,50.19,18.67,1.64,no change,plattogm
Shen,TOP,53.24,5.43,8.88,no change,plattogm
Shyvana,JUNGLE,50.65,0.15,1.16,no change,plattogm
Shyvana,TOP,48.79,0.18,0.19,no change,plattogm
Singed,TOP,51.1,0.27,1.38,no change,plattogm
Singed,MID,44.1,0.27,0.21,no change,plattogm
Sion,TOP,48.84,0.4,4.3,no change,plattogm
Sion,MID,52.88,0.46,0.57,no change,plattogm
Sivir,ADC,51.51,1.04,4.17,no change,plattogm
Skarner,JUNGLE,53.38,0.4,1.28,no change,plattogm
Sona,SUPPORT,53.71,0.12,2.06,no change,plattogm
Soraka,SUPPORT,52.51,0.38,3.4,no change,plattogm
Swain,ADC,58.92,2.17,1.07,no change,plattogm
Swain,MID,52.91,2.57,0.64,no change,plattogm
Swain,SUPPORT,47.67,2.57,2.61,no change,plattogm
Sylas,MID,50.86,12.38,11.47,no change,plattogm
Sylas,TOP,51.12,12.38,5.44,no change,plattogm
Syndra,MID,49.23,0.51,2.48,no change,plattogm
Tahm Kench,TOP,50.16,0.31,0.65,no change,plattogm
Tahm Kench,SUPPORT,46.51,0.39,0.56,no change,plattogm
Tahm Kench,ADC,45.21,0.39,0.87,no change,plattogm
Taliyah,JUNGLE,52.07,0.21,1.37,no change,plattogm
Taliyah,MID,51.43,0.19,0.17,no change,plattogm
Talon,MID,51.34,6.01,4.61,nerf,plattogm
Taric,SUPPORT,53.2,0.22,1.51,no change,plattogm
Teemo,TOP,51.7,1.7,2.2,no change,plattogm
Teemo,MID,52.75,2.17,0.36,no change,plattogm
Thresh,SUPPORT,50.82,23.45,19.64,tweak,plattogm
Tristana,ADC,51.06,13.23,14.07,no change,plattogm
Tristana,MID,50.98,13.23,1.89,no change,plattogm
Trundle,JUNGLE,52.27,0.21,1.29,no change,plattogm
Trundle,TOP,54.71,0.21,0.55,no change,plattogm
Tryndamere,TOP,50.36,2.34,2.17,no change,plattogm
Tryndamere,MID,50.28,2.34,0.74,no change,plattogm
Twisted Fate,MID,49.94,0.76,4.7,no change,plattogm
Twitch,ADC,51.19,1.97,5.31,no change,plattogm
Udyr,JUNGLE,52.16,18.05,5.49,no change,plattogm
Urgot,TOP,52.94,4.5,5.07,no change,plattogm
